timestamp,angle,distance,R_x,R_y,R_z
1740540415190,0,2556,(151.03,-2.59,-0.01
151.73,0.88,-0.01
156.19,-1.34,-0.01
150.72,-0.88,-0.01
156.46,0.50,-0.01

1740540415190,0,2552,(151.03,-2.59,-0.01
151.73,0.88,-0.01
156.19,-1.34,-0.01
150.72,-0.88,-0.01
156.46,0.50,-0.01

1740540415190,1,2548,(151.03,-2.59,-0.01
151.73,0.88,-0.01
156.19,-1.34,-0.01
150.72,-0.88,-0.01
156.46,0.50,-0.01

1740540415190,1,2544,(151.03,-2.59,-0.01
151.73,0.88,-0.01
156.19,-1.34,-0.01
150.72,-0.88,-0.01
156.46,0.50,-0.01

1740540415190,1,2548,(151.03,-2.59,-0.01
151.73,0.88,-0.01
156.19,-1.34,-0.01
150.72,-0.88,-0.01
156.46,0.50,-0.01

1740540415190,2,2556,(151.03,-2.59,-0.01
151.73,0.88,-0.01
156.19,-1.34,-0.01
150.72,-0.88,-0.01
156.46,0.50,-0.01

1740540415190,2,2548,(151.03,-2.59,-0.01
151.73,0.88,-0.01
156.19,-1.34,-0.01
150.72,-0.88,-0.01
156.46,0.50,-0.01

1740540415190,2,2544,(151.03,-2.59,-0.01
151.73,0.88,-0.01
156.19,-1.34,-0.01
150.72,-0.88,-0.01
156.46,0.50,-0.01

1740540415190,3,2548,(151.03,-2.59,-0.01
151.73,0.88,-0.01
156.19,-1.34,-0.01
150.72,-0.88,-0.01
156.46,0.50,-0.01

1740540415190,3,2548,(151.03,-2.59,-0.01
151.73,0.88,-0.01
156.19,-1.34,-0.01
150.72,-0.88,-0.01
156.46,0.50,-0.01

1740540415190,3,2544,(151.03,-2.59,-0.01
151.73,0.88,-0.01
156.19,-1.34,-0.01
150.72,-0.88,-0.01
156.46,0.50,-0.01

1740540415190,4,2544,(151.03,-2.59,-0.01
151.73,0.88,-0.01
156.19,-1.34,-0.01
150.72,-0.88,-0.01
156.46,0.50,-0.01

1740540415190,4,2540,(151.03,-2.59,-0.01
151.73,0.88,-0.01
156.19,-1.34,-0.01
150.72,-0.88,-0.01
156.46,0.50,-0.01

1740540415190,5,2544,(151.03,-2.59,-0.01
151.73,0.88,-0.01
156.19,-1.34,-0.01
150.72,-0.88,-0.01
156.46,0.50,-0.01

1740540415190,5,2548,(151.03,-2.59,-0.01
151.73,0.88,-0.01
156.19,-1.34,-0.01
150.72,-0.88,-0.01
156.46,0.50,-0.01

1740540415190,5,2548,(151.03,-2.59,-0.01
151.73,0.88,-0.01
156.19,-1.34,-0.01
150.72,-0.88,-0.01
156.46,0.50,-0.01

1740540415190,6,2548,(151.03,-2.59,-0.01
151.73,0.88,-0.01
156.19,-1.34,-0.01
150.72,-0.88,-0.01
156.46,0.50,-0.01

1740540415190,6,2548,(151.03,-2.59,-0.01
151.73,0.88,-0.01
156.19,-1.34,-0.01
150.72,-0.88,-0.01
156.46,0.50,-0.01

1740540415190,6,2548,(151.03,-2.59,-0.01
151.73,0.88,-0.01
156.19,-1.34,-0.01
150.72,-0.88,-0.01
156.46,0.50,-0.01

1740540415190,7,2548,(151.03,-2.59,-0.01
151.73,0.88,-0.01
156.19,-1.34,-0.01
150.72,-0.88,-0.01
156.46,0.50,-0.01

1740540415190,7,2556,(151.03,-2.59,-0.01
151.73,0.88,-0.01
156.19,-1.34,-0.01
150.72,-0.88,-0.01
156.46,0.50,-0.01

1740540415190,7,2552,(151.03,-2.59,-0.01
