,angle,distance,servo
44,2.3545582440186004,2010.75,80.0
45,2.4464607374439264,2294.0,80.0
46,2.5146376613499553,2528.5,80.0
47,2.538090523173629,2601.25,80.0
48,2.5612706773016787,2672.0,80.0
49,2.629720308903331,2964.75,80.0
50,2.6752624940725585,3308.0,80.0
51,2.6992607712874803,3309.75,80.0
52,2.722986340806778,3261.25,80.0
53,2.746166494934828,3209.0,80.0
54,2.769619356758502,3182.0,80.0
55,2.792526803190927,3155.25,80.0
56,2.8162523727102253,3121.25,80.0
57,2.839705234533899,3095.0,80.0
58,2.89015615822436,2119.0,80.0
59,2.9125181892655374,2137.25,80.0
60,2.9359710510892114,2167.5,80.0
61,3.035782067687637,1390.5,80.0
62,3.083778622117481,1332.75,80.0
63,3.106140653158658,1329.0,80.0
64,3.1304116380692046,1326.0,80.0
65,3.154955330675375,1318.25,80.0
66,3.1778627771078005,1304.25,80.0
67,3.2002248081489775,1303.25,80.0
68,3.224495793059524,1308.25,80.0
69,3.2482213625788217,1309.75,80.0
70,3.2714015167068715,1311.5,80.0
71,3.294308963139297,1312.5,80.0
72,3.3163982864848505,1317.75,80.0
73,3.341214686786645,1322.5,80.0
74,3.363849425523446,1319.5,80.0
75,3.387847702738368,1306.5,80.0
76,3.411300564562042,1306.25,80.0
77,3.4342080109944675,1335.25,80.0
78,3.456842749731269,1348.5,80.0
79,3.4794774884680706,1354.75,80.0
80,3.502930350291744,1361.25,80.0
81,3.52720133520229,1359.0,80.0
82,3.5495633662434676,1381.75,80.0
83,3.5871970282395953,3018.5,80.0
84,3.6106498900632693,2990.0,80.0
85,3.634375459582567,2924.0,80.0
86,3.7047340450535886,2660.5,80.0
87,3.7284596145728863,2661.5,80.0
88,3.7524578917878086,2617.5,80.0
89,4.127158265575341,706.0,80.0
90,4.152792788964008,693.25,80.0
91,4.17679106617893,678.25,80.0
92,4.1999712203069794,672.5,80.0
93,4.222605959043781,673.0,80.0
94,4.24905860551932,667.75,80.0
95,4.270602513473625,668.5,80.0
96,4.318871775599093,646.75,80.0
97,4.4148648844587814,390.0,80.0
98,4.4399539924562,383.0,80.0
99,4.4625887311930015,376.75,80.0
100,4.486859716103548,370.25,80.0
101,4.511676116405342,365.0,80.0
102,4.569490147877654,760.75,80.0
103,4.620213779263739,674.25,80.0
104,4.642575810304916,685.0,80.0
105,4.688936118561016,693.5,80.0
106,4.711025441906569,696.0,80.0
107,4.734205596034619,702.0,80.0
108,5.211989478768067,245.75,80.0
109,5.3548883112751025,251.75,80.0
110,5.878759794569025,398.5,80.0
111,5.904667025653316,395.75,80.0
112,5.925120102825125,392.5,80.0
113,5.949663795431295,389.75,80.0
114,5.968207918733735,389.25,80.0
115,5.99111536516616,388.25,80.0
116,6.015113642381082,387.25,80.0
