num,angle,distance,servo
30,4.967916091184485,212.25,105.0
31,4.992732491486279,214.75,105.0
32,5.017821599483698,217.25,105.0
33,5.042637999785492,219.75,105.0
34,5.054364430697329,222.75,105.0
35,5.092543508084705,225.75,105.0
36,5.117359908386499,229.0,105.0
37,5.110269508300272,232.5,105.0
38,5.167265416685712,236.25,105.0
39,5.169174370555081,240.25,105.0
40,5.193718063161251,244.5,105.0
41,5.233260679026747,248.75,105.0
42,5.231351725157379,253.25,105.0
43,5.252350217720435,258.5,105.0
44,5.450881420134791,137.75,105.0
45,5.475697820436585,134.0,105.0
46,5.522603544083933,130.0,105.0
47,5.5681457292531595,127.25,105.0
48,5.56950926773128,124.75,105.0
49,5.575781544730635,122.0,105.0
50,5.625687053029847,119.75,105.0
51,5.655139484157252,118.75,105.0
0,4.229696359130008,451.25,114.0
1,4.2539673440405545,442.0,114.0
2,4.3041455600353915,420.75,114.0
3,4.333052575771547,417.75,114.0
4,4.35377836063898,413.25,114.0
5,4.380231007114519,410.25,114.0
6,4.405865530503186,406.5,114.0
7,4.432590884674349,403.5,114.0
8,4.463679561975498,401.0,114.0
9,4.48304180836481,399.75,114.0
10,4.51085799331847,399.5,114.0
11,4.538674178272129,400.25,114.0
12,4.562945163182675,402.0,114.0
13,4.582580117267612,404.25,114.0
14,4.612577963786264,407.75,114.0
15,5.490151328304663,133.25,114.0
16,5.553419513689457,129.5,114.0
17,5.558328252210692,125.75,114.0
18,5.582053821729989,122.5,114.0
19,5.6502307456360175,119.5,114.0
20,5.672320068981571,116.75,114.0
21,5.693863976935876,114.25,114.0
22,5.777857947188103,104.5,114.0
23,5.822309301574833,103.25,114.0
24,5.84985277883287,103.5,114.0
25,5.863215455918451,102.75,114.0
26,5.888577271611493,101.75,114.0
27,5.916938871956401,101.25,114.0
0,3.825816261910695,627.5,123.0
1,3.8506326622124893,633.75,123.0
2,3.8770853086880286,632.5,123.0
3,4.105068942229788,564.75,123.0
4,4.135339496444065,548.75,123.0
5,4.158792358267738,535.25,123.0
6,4.185245004743278,524.5,123.0
7,4.214152020479434,515.25,123.0
8,4.237877589998732,507.75,123.0
9,4.26296669799615,501.75,123.0
10,4.397957007330087,408.25,123.0
11,4.426318607674994,399.25,123.0
12,4.451680423368037,391.0,123.0
13,4.481132854495441,384.0,123.0
14,4.504585716319115,377.75,123.0
15,4.53076565509903,372.0,123.0
16,4.5613089170089305,367.0,123.0
17,4.583943655745732,362.25,123.0
18,4.612577963786264,358.0,123.0
19,4.684300087735406,354.75,123.0
20,4.715116057340931,353.0,123.0
21,4.733114765252123,352.75,123.0
22,4.76474885794452,353.25,123.0
23,4.789019842855065,354.0,123.0
24,4.814108950852484,356.75,123.0
25,5.570054683122528,125.25,123.0
26,5.598143575771812,122.25,123.0
27,5.601688775814925,119.5,123.0
28,5.652412407201011,116.75,123.0
29,5.658411976504741,114.25,123.0
30,5.702317915500224,111.75,123.0
31,5.750859885321316,109.75,123.0
32,5.773221916362493,107.75,123.0
33,5.811400993749869,105.75,123.0
34,5.823127424661706,104.0,123.0
35,5.858034009701592,102.5,123.0
36,5.873578348352167,101.25,123.0
37,5.926210933607621,100.5,123.0
38,6.01293198081609,98.75,123.0
39,6.246369768270331,179.75,123.0
0,3.832633954301298,1406.5,132.0
1,3.8577230622987164,1365.25,132.0
2,3.8836302933830074,1326.5,132.0
3,3.9095375244672983,1291.25,132.0
4,3.934899340160341,1260.25,132.0
5,3.9597157404621353,1231.75,132.0
6,3.986441094633298,1203.75,132.0
7,4.192335404829504,1036.25,132.0
8,4.2174245128269225,1023.0,132.0
9,4.241695497737469,1010.75,132.0
10,4.268966267299881,997.25,132.0
11,4.294328082992923,986.0,132.0
12,4.318599067903469,975.0,132.0
13,4.3447790066833845,965.25,132.0
14,4.368504576202682,956.5,132.0
15,4.394684514982597,947.75,132.0
16,4.420864453762512,941.5,132.0
17,4.6654832567373425,549.0,132.0
18,4.725478949774647,855.0,132.0
19,4.748113688511449,868.5,132.0
20,4.773202796508867,891.25,132.0
21,5.702317915500224,112.0,132.0
22,5.728497854280138,109.75,132.0
23,5.741587823670096,107.25,132.0
24,5.801310809011777,105.5,132.0
25,5.830763240139182,104.25,132.0
26,5.832944901704174,102.75,132.0
27,5.867578779048436,101.25,132.0
28,5.9041216102620675,100.25,132.0
29,5.924574687433877,99.25,132.0
30,5.946118595388182,98.5,132.0
31,5.985388503558054,97.75,132.0
0,3.896992970468589,1227.25,141.0
1,3.9501709711152913,1159.25,141.0
2,3.9752600791127097,1131.25,141.0
3,4.001985433283873,1105.5,141.0
4,4.027892664368164,1079.75,141.0
5,4.05216364927871,1055.0,141.0
6,4.078889003449873,1034.75,141.0
7,4.105341649925412,1016.0,141.0
8,4.129612634835958,998.5,141.0
9,4.156610696702746,981.5,141.0
10,4.180608973917668,965.75,141.0
11,4.208152451175703,950.0,141.0
12,4.233514266868745,936.5,141.0
13,4.257512544083668,924.75,141.0
14,4.283419775167959,912.75,141.0
15,4.308508883165377,901.25,141.0
16,4.333870698858419,890.75,141.0
17,4.359777929942711,882.0,141.0
18,4.386503284113873,874.0,141.0
19,4.413774053676285,866.0,141.0
20,4.438045038586831,859.0,141.0
21,4.462861438888625,853.0,141.0
22,4.489586793059789,847.5,141.0
23,4.515221316448455,842.0,141.0
24,4.540855839837122,836.75,141.0
25,4.56458140935642,833.5,141.0
26,4.590488640440711,829.75,141.0
27,4.617213994611874,826.5,141.0
28,4.640666856435548,825.5,141.0
29,4.665755964432966,824.0,141.0
30,4.693026733995378,822.25,141.0
31,4.71838854968842,821.25,141.0
32,4.741841411512094,820.75,141.0
33,4.768294057987633,821.5,141.0
34,4.815745197026229,828.0,141.0
35,5.795311239708046,105.0,141.0
36,5.815218901488607,103.5,141.0
37,5.839217178703529,102.0,141.0
38,5.869487732917805,101.0,141.0
39,5.903030779479572,100.0,141.0
40,5.916120748869529,99.0,141.0
41,5.955117949343777,98.25,141.0
42,5.965753549473118,97.75,141.0
0,4.022711218151305,1059.5,150.0
1,4.049709280018093,1036.5,150.0
2,4.075071095711135,1015.75,150.0
3,4.101523742186674,993.75,150.0
4,4.126067434792844,975.75,150.0
5,4.153065496659632,958.5,150.0
6,4.178154604657051,940.75,150.0
7,4.202698297263221,926.5,150.0
8,4.230241774521256,913.5,150.0
9,4.255876297909923,900.75,150.0
10,4.280692698211717,888.25,150.0
11,4.306872636991632,877.5,150.0
12,4.331689037293427,866.5,150.0
13,4.357868976073342,855.0,150.0
14,4.384321622548881,846.25,150.0
15,4.409410730546299,839.0,150.0
16,4.436954207804335,833.0,150.0
17,4.462043315801753,826.25,150.0
18,4.4863143007123,819.0,150.0
19,4.513312362579087,813.75,150.0
20,4.538401470576505,809.0,150.0
21,4.563217870878299,804.75,150.0
22,4.589397809658214,800.75,150.0
23,4.613941502264384,797.25,150.0
24,4.6393033179574275,794.5,150.0
25,4.6654832567373425,794.5,150.0
26,4.743477657685839,787.25,150.0
27,4.768021350292009,789.25,150.0
28,4.7944739967675485,790.25,150.0
29,5.769676716319379,102.5,150.0
30,5.864851702092196,100.5,150.0
31,5.90357619487082,99.5,150.0
32,5.9319377952157275,98.75,150.0
33,5.9613902263431315,98.0,150.0
0,4.170518789179575,943.5,159.0
1,4.195607897176994,929.0,159.0
2,4.222333251348157,915.5,159.0
3,4.247422359345576,903.5,159.0
4,4.273329590429866,891.25,159.0
5,4.298964113818533,878.75,159.0
6,4.32596217568532,867.75,159.0
7,4.351051283682739,858.0,159.0
8,4.376140391680157,849.75,159.0
9,4.403956576633817,841.5,159.0
10,4.428500269239987,833.25,159.0
11,4.454407500324278,826.0,159.0
12,4.480042023712945,820.5,159.0
13,4.50622196249286,814.25,159.0
14,4.531311070490278,808.0,159.0
15,4.557763716965817,804.5,159.0
16,4.581761994180739,802.0,159.0
17,4.607396517569406,799.25,159.0
18,4.633849164044945,795.25,159.0
19,4.660301810520484,792.5,159.0
20,4.685118210822278,793.0,159.0
21,4.709389195732824,789.75,159.0
22,4.736114549903988,784.75,159.0
23,4.76011282711891,786.0,159.0
24,4.784383812029456,789.25,159.0
25,5.853397978875983,100.75,159.0
26,5.9000309948277065,99.75,159.0
27,5.908757641087678,99.0,159.0
28,5.948572964648799,98.25,159.0
29,5.984570380471181,97.75,159.0
0,3.975532786808334,1130.25,153.0
1,3.99980377171888,1103.0,153.0
2,4.026256418194419,1077.25,153.0
3,4.05216364927871,1054.5,153.0
4,4.077252757276129,1033.75,153.0
5,4.102887280664795,1013.75,153.0
6,4.1298853425315825,996.25,153.0
7,4.154974450529001,979.75,153.0
8,4.180063558526419,963.25,153.0
9,4.205152666523838,947.5,153.0
10,4.230787189912505,934.5,153.0
11,4.256694420996795,923.0,153.0
12,4.282056236689838,911.5,153.0
13,4.308781590861001,899.5,153.0
14,4.333052575771547,889.0,153.0
15,4.360323345333959,881.5,153.0
16,4.384048914853256,873.25,153.0
17,4.409956145937548,864.5,153.0
18,4.437226915499958,858.5,153.0
19,4.462316023497377,852.5,153.0
20,4.486859716103548,847.0,153.0
21,4.511676116405342,840.25,153.0
22,4.53676522440276,835.0,153.0
23,4.564308701660796,830.5,153.0
24,4.5891251019625905,826.25,153.0
25,4.614759625351257,824.5,153.0
26,4.638757902566179,823.0,153.0
27,4.665210549041718,821.0,153.0
28,4.689754241647888,820.25,153.0
29,4.715934180427803,819.5,153.0
30,4.739387042251477,818.75,153.0
31,4.764476150248895,819.0,153.0
32,4.790383381333187,819.5,153.0
33,5.693863976935876,105.5,153.0
34,5.74186053136572,110.25,153.0
35,5.8054014244461385,103.5,153.0
36,5.838399055616656,102.25,153.0
37,5.852034440397862,101.0,153.0
38,5.895122256306472,100.0,153.0
39,5.920756779695139,99.0,153.0
40,5.959481272473763,98.5,153.0
41,5.9733893649505925,97.75,153.0
42,5.994933272904898,97.0,153.0
0,3.8716311547755464,1347.5,144.0
1,3.9384445402034545,710.5,144.0
2,3.9648971866789933,707.5,144.0
3,4.180336266222043,1044.75,144.0
4,4.2062434973063345,1029.5,144.0
5,4.232150728390625,1015.25,144.0
6,4.256694420996795,1002.5,144.0
7,4.282601652081087,990.75,144.0
8,4.308781590861001,980.0,144.0
9,4.3335979911627955,971.25,144.0
10,4.358414391464589,962.5,144.0
11,4.384867037940129,953.0,144.0
12,4.460952485019257,939.25,144.0
13,4.485768885321051,926.5,144.0
14,4.510039870231597,921.25,144.0
15,4.537037932098385,907.75,144.0
16,4.560218086226434,903.25,144.0
17,4.587216148093222,914.0,144.0
18,4.611214425308144,912.0,144.0
19,4.637121656392434,905.25,144.0
20,4.661119933607356,904.5,144.0
21,4.687572580082896,902.75,144.0
22,4.71238898038469,902.0,144.0
23,4.7380235037733565,903.0,144.0
24,4.762021780988278,903.5,144.0
25,4.786838181290073,908.0,144.0
26,5.687864407632145,112.75,144.0
27,5.716771423368302,110.5,144.0
28,5.738860746713855,108.25,144.0
29,5.763131731624401,106.25,144.0
30,5.794765824316798,104.5,144.0
31,5.8244909631398265,103.0,144.0
32,5.87112397909155,101.75,144.0
33,5.885304779264004,100.5,144.0
34,5.911484718043919,99.5,144.0
35,5.957026903213146,98.75,144.0
36,5.975571026515586,98.0,144.0
37,6.003387211469246,97.5,144.0
0,3.808362969390752,588.75,135.0
1,3.8315431235188018,595.5,135.0
2,3.8574503546030923,610.75,135.0
3,3.9100829398585466,600.75,135.0
4,4.112704757707263,567.5,135.0
5,4.140520942660923,556.5,135.0
6,4.163973804484597,547.0,135.0
7,4.189881035568887,536.5,135.0
8,4.2190607590006675,528.0,135.0
9,4.241695497737469,520.5,135.0
10,4.266511898039264,513.75,135.0
11,4.294328082992923,508.5,135.0
12,4.319144483294718,504.0,135.0
13,4.342051929727143,502.5,135.0
14,4.369595406985178,501.75,135.0
15,4.394957222678221,501.5,135.0
16,4.41677383832815,502.25,135.0
17,4.441590238629945,504.25,135.0
18,4.469951838974852,511.25,135.0
19,4.537583347489632,547.5,135.0
20,4.6090327637431505,640.0,135.0
21,5.550419729037592,124.0,135.0
22,5.603052314293046,121.0,135.0
23,5.624050806856103,118.25,135.0
24,5.675047145937812,115.75,135.0
25,5.704772284760841,113.5,135.0
26,5.732861177410125,111.0,135.0
27,5.752496131495061,108.75,135.0
28,5.780857731839968,106.75,135.0
29,5.8141280707061105,105.0,135.0
30,5.837853640225409,103.25,135.0
31,5.854488809658479,101.75,135.0
32,5.891031640872111,100.75,135.0
33,5.915302625782656,100.25,135.0
0,3.6139223824107587,2420.0,126.0
1,3.638738782712553,2452.0,126.0
2,4.230241774521256,489.0,126.0
3,4.261057744126781,479.5,126.0
4,4.286964975211072,473.5,126.0
5,4.309599713947874,466.75,126.0
6,4.337688606597157,458.5,126.0
7,4.360323345333959,450.25,126.0
8,4.387321407200746,443.75,126.0
9,4.411046976720044,445.25,126.0
10,4.440226700151824,447.5,126.0
11,4.4601343619323846,445.75,126.0
12,4.489314085364165,444.5,126.0
13,4.514948608752832,443.75,126.0
14,4.535947101315888,443.25,126.0
15,4.564035993965172,443.0,126.0
16,4.586125317310725,443.5,126.0
17,4.615032333046881,444.5,126.0
18,4.635485410218689,445.5,126.0
19,4.6654832567373425,446.5,126.0
20,4.686754456996023,446.0,126.0
21,4.711025441906569,445.5,126.0
22,4.739659749947101,447.25,126.0
23,4.763930734857647,450.75,126.0
24,5.536511636560762,131.5,126.0
25,5.596234621902443,124.25,126.0
26,5.58341736020811,121.0,126.0
27,5.636868068550436,118.25,126.0
28,5.6668659150690885,115.75,126.0
29,5.706135823238961,113.25,126.0
30,5.809219332184877,103.0,126.0
31,5.835399270964791,103.25,126.0
32,5.860488378962209,103.25,126.0
33,5.8713966867871745,102.25,126.0
34,6.137559397716309,180.5,126.0
0,3.6114680131501418,706.0,117.0
1,3.6376479519300564,706.25,117.0
2,3.6616462291449787,708.0,117.0
3,3.7617299534390285,422.0,117.0
4,3.7887280153058156,413.5,117.0
5,3.8119081694338655,407.25,117.0
6,3.842451431343766,402.75,117.0
7,3.866449708558688,398.75,117.0
8,3.8888117395998654,395.5,117.0
9,3.91826417072727,392.75,117.0
10,3.9395353709859506,391.0,117.0
11,3.9703513405914754,390.0,117.0
12,3.988077340807043,389.75,117.0
