x,y,z
-2634.757,-1557.564,-3003.165
-2565.745,-1575.057,-3030.863
-2551.33,-1566.209,-3013.836
-2536.916,-1557.36,-2996.809
-2463.55,-1570.952,-3017.123
-2454.165,-1564.968,-3005.629
-2444.779,-1558.983,-2994.136
-2371.796,-1571.676,-3012.831
-2348.903,-1556.505,-2983.75
-2348.903,-1556.505,-2983.75
-2276.458,-1568.267,-3000.779
-2263.067,-1559.042,-2983.128
-2199.668,-1576.193,-3010.545
-2190.974,-1569.963,-2998.646
-2186.627,-1566.848,-2992.696
-2121.031,-1581.745,-3015.867
-2114.687,-1577.014,-3006.847
-2110.457,-1573.86,-3000.832
-2042.813,-1586.47,-3019.703
-2028.427,-1575.297,-2998.437
-2018.151,-1567.317,-2983.248
-1947.096,-1575.841,-2994.455
-1939.116,-1569.382,-2982.183
-1925.151,-1558.08,-2960.706
-1856.83,-1567.339,-2973.421
-1851.028,-1562.441,-2964.128
-1784.809,-1572.641,-2978.691
-1782.937,-1570.991,-2975.566
-1777.319,-1566.04,-2966.188
-1716.73,-1580.557,-2988.97
-1713.108,-1577.222,-2982.664
-1705.864,-1570.553,-2970.052
-1643.504,-1582.772,-2988.533
-1640.008,-1579.404,-2982.174
-1633.014,-1572.669,-2969.457
-1567.411,-1580.844,-2980.361
-1565.725,-1579.144,-2977.157
-1558.984,-1572.345,-2964.338
-1490.484,-1576.404,-2967.555
-1485.618,-1571.258,-2957.868
-1423.854,-1581.53,-2972.833
-1419.18,-1576.339,-2963.076
-1412.949,-1569.418,-2950.066
-1346.979,-1573.814,-2954.052
-1343.992,-1570.324,-2947.501
-1351.458,-1579.048,-2963.877
-1308.384,-1611.005,-3019.551
-1322.668,-1628.592,-3052.516
-1339.808,-1649.697,-3092.074
-1298.915,-1688.846,-3161.007
-1317.997,-1713.656,-3207.443
-1322.086,-1718.973,-3217.393
-1250.469,-1720.735,-3216.229
-1247.875,-1717.165,-3209.557
-1243.984,-1711.81,-3199.548
-1176.802,-1718.228,-3207.149
-1175.572,-1716.431,-3203.795
-1110.825,-1725.859,-3217.038
-1107.333,-1720.432,-3206.922
-1107.333,-1720.432,-3206.922
-1041.485,-1727.458,-3215.714
-1039.29,-1723.817,-3208.936
-1037.095,-1720.177,-3202.16
-970.437,-1724.759,-3206.443
-970.437,-1724.759,-3206.443
-970.437,-1724.759,-3206.443
-904.852,-1730.594,-3213.081
