timestamp,angle,distance,R_x,R_y,R_z
1740538706648,0,966,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,41,3948,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,43,4036,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,44,1522,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,44,1538,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,44,1560,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,45,1698,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,45,1720,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,46,1732,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,46,1736,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,46,1744,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,47,1758,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,47,1770,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,47,1778,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,48,1788,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,48,1800,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,49,1814,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,49,1828,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,49,1838,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,50,1854,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,50,1920,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,51,1900,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,51,1912,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,51,1926,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,52,1942,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,52,1956,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,52,1978,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,53,2000,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,53,2010,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,53,2022,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,54,2038,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,54,2056,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,54,2076,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,55,2092,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,55,2112,152.58,-2.71,-0.04
153.47,-1.44,-0.04
154.77,-1.93,-0.04
155.69,-2.03,-0.04
156.59,-1.19,-0.04
155.5
1740538706648,55,2128,152.58,-2.71,-0.04
